DateTime	City	State	Shape	Duration	Summary	Posted	Coordinates
5/14/10 23:30	Fond du Lac	WI	Fireball	15 minutes	"Fireball-like" objects seen over Fond du Lac, Wi.	6/3/10	43.756378,-88.4689955	
5/2/10 21:55	Fort Atkinson	WI	Light	2 min	three lights over Fort Atkinson, Wisconsin at around 21:55	5/12/10	42.9266723,-88.8417734	
4/17/10 00:00	Lac Du Flambeau	WI	Light	1 hour	High Orbit Flight of Several Objects Over Wisconsin	5/12/10	45.9837802,-89.884201	
4/14/10 22:10	Ogdensburg	WI	Fireball	10 seconds	Greenish light with a dark middle and long tail over southern sky in Wisconsin.	5/12/10	44.4538697,-89.0323329	
4/14/10 22:06	Onalaska	WI	Flash	20 seconds	Night sky turns blue as objects shoot from the sky	5/12/10	43.8869093,-91.2190278	
4/3/10 05:50	Milwaukee	WI	Light	90 seconds	Ball of light floating in sky near main freeway in Milwaukee.	4/13/10	43.0389025,-87.9064736	
3/23/10 20:58	Chippewa Falls	WI	Triangle	Around 1 Minute	Unidentified Triangle shaped craft with lights in each corner, spotted for the 4th time in Chippewa Falls.	4/13/10	44.932461,-91.3912681	
3/22/10 20:30	East Troy	WI	Oval		Strange bright light illuminates sky and sways back and forth before accelerating and disapearing	4/13/10	42.8027923,-88.3612057	
3/8/10 19:20	Green Bay	WI	Circle	15 seconds	Possible UFO over Green Bay, WI.	4/13/10	44.519159,-88.019826	
2/25/10 09:15	Wisconsin Rapids	WI	Unknown	4 minutes	Bright light flying accross the sky at speeds approx. 50 times that of an aircraft	4/13/10	44.3944091,-89.8329026	
1/31/10 06:30	Milwaukee	WI	Light	4-6 min	Very large, bright moving searchlight, but no plane or helicopter in sight to be making it.	2/14/10	43.0389025,-87.9064736	
1/17/10 23:51	Shawano	WI	Light		three whitish blue lights move simultaneously parallel through the night sky	2/14/10	44.8099878,-88.5131585	
1/17/10 18:30	Bayfield	WI	Light	15 seconds	at 6:30 pm i was playing outside with my daughter. We were running through the trails i shoveled through the snow. My daughter loves to	2/14/10	46.8116005,-90.8215734	
1/12/10 19:32	Waukesha	WI	Disk	15minutes	five glowning globes over waukesha,wi	2/14/10	43.0125116,-88.2384259	
1/9/10 18:00	Francis Creek	WI	Light	1 hour	multi-colored pulsating UFO, round white object falls out of it straight down toward the ground	2/14/10	44.2013835,-87.7223088	
1/1/10 00:40	Walworth	WI	Sphere	5-7 minutes	Large red/orange orb traveling southeast between Milwaukee and Chicago.	2/14/10	42.53835,-88.6070458	
12/31/09 23:15	Jackson	WI	Light	10 seconds	Very fast and bright light crosses sky in less then 10 seconds.	2/14/10	46.2493972,-91.1162987	
12/20/09 17:20	Green Bay	WI	Circle	30 seconds	Orange ball above Green Bay, WI	2/14/10	44.519159,-88.019826	
11/24/09 00:30	Cornell	WI	Circle	5 minutes	Craft's over Firth Lake in Cornell, Wisconsin	4/3/11	45.1182958,-91.3370981	
