DateTime	City	State	Shape	Duration	Summary	Posted	Coordinates
6/30/74 22:00	Minot	ND	Other	30 minutes	Translucent arch over road, small cloud that changed colors and sparkled.	1/10/09	48.2361106873,-101.296066284	
7/20/70 19:00	Kindred	ND	Oval	10-15 min.	When I was six, my mom and I witnessed a large glowing orb that flew alongside our car.	8/5/01	46.6489601135,-97.0107727051	
6/6/68 22:00	Minot	ND	Disk	30mins	Minot 1968 missle arming	6/18/04	48.2361106873,-101.296066284	
6/1/68 23:20	Minot	ND	Cigar	2min	in 1968 while standing at gi corner a cigar shaped ship moved above me moving at a speed as that of a zepplin. it had colored lights al	4/27/07	48.2361106873,-101.296066284	
8/28/60 21:00	Dickinson	ND	Circle	2 min	There was no sound no air movement and it moved off very fast .	3/21/03	46.8790092468,-102.790588379	
9/7/58 19:00	Arthur	ND	Unknown	5-15 min.	Two lights of alternating color traveling and stopping at unexplainable rates of speed.	10/31/03	47.1036911011,-97.2181015015	
9/1/58 20:00	Fargo	ND	Disk	15 min	Flying Saucer seen while driving home from work.	5/27/03	46.8759117126,-96.7817611694	
6/15/47 14:00	Gackle	ND	Other	aprox. 1 hour	Alien hawk sighted in North Dakota	12/3/04	46.6291809082,-99.142616272	
9/15/34 15:30	Valley City (6.5 miles east of)	ND	Disk	5 seconds	Two brothers observe, hear, three black discs streak overhead, moving from SE to NW; below high overcast. 500 Lights On Object0: Ye	6/12/08	46.9233589172,-98.0022125244	
Winter of 61-62 22:00	Williston	ND	Formation	30 mins	Winter of 61-62 or 62-63; large illuminated white lite with several small blue lites converging to and then dimming	1/28/99	48.1470298767,-103.621887207	
