DateTime	City	State	Shape	Duration	Summary	Posted	Coordinates
10/16/01 20:00	Doaktown (Canada)	NB	Unknown	hours	bright object bobbeb & weaved in the air and moved unconventionally for 2 nights in a row.	2/22/02	46.5560913086,-66.1276092529	
9/28/01 23:55	Fredericton (Canada)	NB	Disk	almost 60 seconds	We saw a disk-like object flying flawlessly through the sky with a series of six or seven red lights....	10/12/01	45.9606399536,-66.6391220093	
9/28/01 23:55	Fredericton (Canada)	NB	Formation	1 min	6 lights moving in a steady pace	10/12/01	45.9606399536,-66.6391220093	
8/26/01 17:50	Moncton (Canada)	NB	Teardrop	about 3 minutes	Two craft flying parralel and one of them dissapeared.	10/12/01	46.0883598328,-64.7782592773	
8/18/01 00:10	Woodstock (Canada)	NB	Light	3 seconds	at the time of the incident, i thought nothing strange of it, as i was attending a povincial ball tournament with my son s ball team in	8/20/01	46.1502494812,-67.5739517212	
6/19/01 02:00	Riverview (Canada)	NB	Unknown	7 seconds	Cylindar shaped ufo and flaring light in sky	8/5/01	46.0570907593,-64.8000869751	
8/18/00 12:28	Saint John (Canada)	NB	Circle	ONE TO TWO MINUTES	UFO OBJECT SEEN IN MIDDLE OF DAY	4/28/01	45.2734184265,-66.0641174316	
7/20/00 21:00	Lakeville (Canada)	NB	Other	5 minutes	A rock like craft slowly moved across the night sky, it emitted a smaller same shape craft and zipped away.	1/31/04	46.3421936035,-67.6896972656	
8/16/99 18:00	Gillispie (along U. S. border) (Canada)	NB	Changing	5  minutes est,	((HOAX??))  I saw a UFO that resembled the Star of David.	2/24/07	46.5222511292,-66.1928634644	
8/15/99 00:00	Saint John (Canada)	NB	Disk	3 Seconds	Disk shaped object with green lighted tail.	10/31/03	45.2734184265,-66.0641174316	
8/12/98 22:24	New Brunswick (Canada)	NB	Circle	1 hour	bright orange light in the sky moving in zigzag, side by side and up and down.	12/2/00	45.2743415833,-66.0628814697	
6/8/97 20:30	Maplewood (Canada)	NB	Other	5 to 10minutes	I was looking out my bedroom window when I saw a shiney sliver object in the sky which didn't move.  I watched for a couple of minutes 	12/2/00	46.1780815125,-67.2333374023	
7/20/96 23:00	Moncton (Canada)	NB	Rectangle	60 seconds	It flow over the woods north of my house, slowly came towards the house, that night there was a meteor shower , thats what I thought it	12/2/00	46.0883598328,-64.7782592773	
9/14/95 20:40	Columbus (Canada)	NB		5 sec.	Man steps outside house to smoke, see obj. extending out over edge of roof.  Sees bizarre obj. w/ solid, hazy lights streak off.	11/2/99	45.9820868322,-66.6375248636	
5/2/94 22:00	Glassville (Canada)	NB	Diamond	5 minutes	My Dad and I were driving down the street when I looked up and saw it, it was huge, it had a triagular top and bottom with revolving li	4/2/99	46.4804611206,-67.4233627319	
6/15/93 22:00	Moncton (Canada)	NB	Disk	approx. 8 minutes	we were parked in the woods, with my headlights turned off. 3 of us. I had trouble turning the small volkswagon around on that narrow r	8/28/02	46.0883598328,-64.7782592773	
6/1/92 23:20	Gagetown (Canada)	NB	Oval	2 minutes	Army Training Exercise	12/16/05	45.7781295776,-66.1523895264	
6/1/92 23:20	Gagetown (Canada)	NB	Oval	2 minutes	Mutual Sighting	5/2/11	45.7781295776,-66.1523895264	
6/1/92 01:30	Gagetown (Canada)	NB	Disk	10 to 15minutes	Canadian Forces Reservist UFO sighting in Gagetown, NB	7/16/06	45.7781295776,-66.1523895264	
7/12/88 23:00	Sainte-Anne of Madawaska (Canada)	NB	Sphere	45 Seconds	Bright orange sphere	1/21/08	46.5222511292,-66.1928634644	
9/15/78 22:30	Edmundston (Canada)	NB	Disk	1hour	After witnessing a ufo, with my family, I beleive that my mother and myself were abducted the next night.	12/2/00	47.3737106323,-68.3251037598	
7/1/73 22:00	Saint John (Canada)	NB	Circle	1-2mins	Bright white flash in NB Canada	2/14/06	45.2734184265,-66.0641174316	
8/15/70 21:30	Grand Bay (Canada)	NB	Unknown	ten minutes	strange maneuvers, various colored lights, over a drive-in theater, and chased within two minutes by three jets	3/23/11	45.2982177734,-66.1920623779	
1/15/68 19:30	Memramcook (Canada)	NB	Other	+- 15 min ??	Car sized flashing light followed silently overhead	2/12/04	46.0061416626,-64.5434265137	
6/1/66 22:00	Three Rivers (Canada)	NB	Cigar	20 min	cigar like object very large 300+ft 300 ft off ground remote location crossing valley along t.c. newbrunswick canada	2/14/06	47.921662481,-66.0204582532	
10/3/55 06:00	Stanley (near) (Canada)	NB	Disk	2 Hours	This is a true story as given to me	4/16/05	46.2941818237,-66.7326202393	
6/1/48	Napan (Canada)	NB	Rectangle	20 sec	while working on the farm they noticed a cube shape object (tumbling) by about the same speed as a plane but much lower.It was the size	3/19/02	47.0038148302,-65.4167788136	
23:00	Milltown (Canada)	NB	Circle		I wonder where they are today, and if they are coming back to visit us again	6/4/04	46.5222511292,-66.1928634644	
